Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 1237 sentence pairs
Counting words...
Counted words:
TEST_1_SRC 123
TEST_1_TAR 31
sentence, variant, correct, trajectory, translationtime, solvetime
"always avoid the red room to navigate to landmark three .", "F ( landmark_2 & ~red_room )", False, , , 
"always avoid the red room to navigate to landmark three .", "F ( landmark_1 & ~red_room )", False, , , 
"always avoid the red room to navigate to landmark three .", "F ( landmark_3 & ~blue_room )", False, , , 
"always avoid the red room to navigate to landmark three .", "F ( landmark_3 & ~purple_room )", False, , , 
"always avoid the red room to navigate to landmark three .", "F ( first_floor & ~red_room )", False, , , 
"always avoid the red room to navigate to landmark three .", "F ( landmark_3 & ~orange_room )", False, , , 
"go to the blue room by avoiding landmark two and then stay in the blue room or continue to landmark two", "~ ( landmark_2 ) U ( blue_room )", True, , , 
"go to the blue room by avoiding landmark two and then stay in the blue room or continue to landmark two", "~ ( landmark_2 ) U ( landmark_2 )", False, , , 
"go to the blue room by avoiding landmark two and then stay in the blue room or continue to landmark two", "~ ( blue_room ) U ( blue_room )", False, , , 
"go to the blue room by avoiding landmark two and then stay in the blue room or continue to landmark two", "~ ( landmark_2 ) U ( purple_room )", False, , , 
"go to the blue room by avoiding landmark two and then stay in the blue room or continue to landmark two", "~ ( blue_room ) U ( landmark_2 )", False, , , 
"go to the blue room by avoiding landmark two and then stay in the blue room or continue to landmark two", "~ ( landmark_2 ) U ( yellow_room )", False, , , 
"go to the blue room by avoiding landmark two and then stay in the blue room or continue to landmark two", "~ ( landmark_1 ) U ( blue_room )", False, , , 
"go to the blue room by avoiding landmark two and then stay in the blue room or continue to landmark two", "~ ( landmark_2 ) U ( third_floor )", False, , , 
"go to the blue room by avoiding landmark two and then stay in the blue room or continue to landmark two", "~ ( landmark_1 ) U ( landmark_2 )", False, , , 
"go to the blue room by avoiding landmark two and then stay in the blue room or continue to landmark two", "F ( landmark_2 ) U ( blue_room )", False, , , 
"go through landmark two to the purple room .", "F ( landmark_2 & F ( purple_room ) )", True, , , 
"go through landmark two to the purple room .", "F ( purple_room & F ( purple_room ) )", False, , , 
"go through landmark two to the purple room .", "F ( landmark_3 & F ( purple_room ) )", False, , , 
"go through landmark two to the purple room .", "F ( landmark_1 & F ( purple_room ) )", False, , , 
"go through landmark two to the purple room .", "F ( landmark_2 & F ( orange_room ) )", False, , , 
"go through landmark two to the purple room .", "F ( landmark_2 & F ( red_room ) )", False, , , 
"go through landmark two to the purple room .", "F ( landmark_2 & F ( blue_room ) )", False, , , 
"go through landmark two to the purple room .", "F ( blue_room & F ( purple_room ) )", False, , , 
"go to the third floor but do not go through the blue room first .", "~ ( blue_room ) U ( third_floor )", True, , , 
"go to the third floor but do not go through the blue room first .", "~ ( third_floor ) U ( third_floor )", False, , , 
"go to the third floor but do not go through the blue room first .", "~ ( green_room ) U ( third_floor )", False, , , 
"go to the third floor but do not go through the blue room first .", "~ ( orange_room ) U ( third_floor )", False, , , 
"go to the third floor but do not go through the blue room first .", "~ ( purple_room ) U ( third_floor )", False, , , 
"go to the third floor but do not go through the blue room first .", "~ ( blue_room ) U ( blue_room )", False, , , 
"go to the third floor but do not go through the blue room first .", "~ ( blue_room ) U ( first_floor )", False, , , 
"go to the third floor but do not go through the blue room first .", "~ ( blue_room ) U ( second_floor )", False, , , 
"go to the third floor but do not go through the blue room first .", "~ ( yellow_room ) U ( third_floor )", False, , , 
"navigate to the first floor avoiding landmark one .", "F ( first_floor & ~landmark_1 )", True, , , 
"navigate to the first floor avoiding landmark one .", "F ( third_floor & ~landmark_1 )", False, , , 
"navigate to the first floor avoiding landmark one .", "F ( second_floor & ~landmark_1 )", False, , , 
"navigate to the first floor avoiding landmark one .", "F ( landmark_1 & ~landmark_1 )", False, , , 
"navigate to the first floor avoiding landmark one .", "F ( orange_room & ~landmark_1 )", False, , , 
"navigate to the first floor avoiding landmark one .", "F ( first_floor & ~landmark_2 )", False, , , 
"navigate to the first floor avoiding landmark one .", "F ( red_room & ~landmark_1 )", False, , , 
"navigate to the first floor avoiding landmark one .", "F ( landmark_2 & ~landmark_1 )", False, , , 
"navigate to the first floor avoiding landmark one .", "F ( green_room & ~landmark_1 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( yellow_room & ~landmark_1 )", True, , , 
"go to the yellow room without touching landmark one .", "F ( yellow_room & ~landmark_2 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( blue_room & ~landmark_1 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( green_room & ~landmark_1 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( yellow_room & ~blue_room )", False, , , 
"go to the yellow room without touching landmark one .", "F ( red_room & ~landmark_1 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( orange_room & ~landmark_1 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( yellow_room & ~landmark_3 )", False, , , 
"go to the yellow room without touching landmark one .", "F ( yellow_room & ~purple_room )", False, , , 
"go to the twond floor and then go to the purple room .", "F ( second_floor & F ( purple_room ) )", False, , , 
"go to the twond floor and then go to the purple room .", "F ( first_floor & F ( purple_room ) )", False, , , 
"go to the twond floor and then go to the purple room .", "F ( third_floor & F ( purple_room ) )", True, , , 
"go to the twond floor and then go to the purple room .", "F ( purple_room & F ( purple_room ) )", False, , , 
"go to the twond floor and then go to the purple room .", "F ( second_floor & F ( orange_room ) )", False, , , 
"go to the twond floor and then go to the purple room .", "F ( first_floor & F ( orange_room ) )", False, , , 
"go to the twond floor and then go to the purple room .", "F ( second_floor & F ( red_room ) )", False, , , 
"go to the twond floor and then go to the purple room .", "F ( third_floor & F ( orange_room ) )", False, , , 
"navigate through landmark one and go to the red room .", "F ( landmark_1 & F ( red_room ) )", True, , , 
"navigate through landmark one and go to the red room .", "F ( landmark_1 & F ( orange_room ) )", False, , , 
"navigate through landmark one and go to the red room .", "F ( red_room & F ( red_room ) )", False, , , 
"navigate through landmark one and go to the red room .", "F ( landmark_2 & F ( red_room ) )", False, , , 
"navigate through landmark one and go to the red room .", "F ( landmark_1 & F ( green_room ) )", False, , , 
"navigate through landmark one and go to the red room .", "F ( landmark_1 & F ( purple_room ) )", False, , , 
"navigate through landmark one and go to the red room .", "F ( landmark_1 & F ( yellow_room ) )", False, , , 
"navigate through landmark one and go to the red room .", "F ( landmark_3 & F ( red_room ) )", False, , , 
"navigate through landmark one and go to the red room .", "F ( landmark_1 & F ( landmark_1 ) )", False, , , 
"avoid the green room and travel to the red room .", "F ( red_room & ~green_room )", True, , , 
"avoid the green room and travel to the red room .", "F ( green_room & ~green_room )", False, , , 
"avoid the green room and travel to the red room .", "F ( red_room & ~red_room )", False, , , 
"avoid the green room and travel to the red room .", "F ( yellow_room & ~green_room )", False, , , 
"avoid the green room and travel to the red room .", "F ( red_room & ~blue_room )", False, , , 
"go to landmark one while avoiding the first and third floor .", "F ( landmark_1 ) & G ( third_floor )", True, , , 
"go to landmark one while avoiding the first and third floor .", "F ( landmark_1 ) & G ( first_floor )", False, , , 
"go to landmark one while avoiding the first and third floor .", "F ( landmark_1 ) & G ( second_floor )", False, , , 
"go to landmark one while avoiding the first and third floor .", "F ( landmark_3 ) & G ( third_floor )", False, , , 
"go to landmark one while avoiding the first and third floor .", "F ( landmark_2 ) & G ( third_floor )", False, , , 
"go to landmark one and always avoid the blue room", "F ( landmark_1 & ~blue_room )", True, , , 
"go to landmark one and always avoid the blue room", "F ( blue_room & ~blue_room )", False, , , 
"go to landmark one and always avoid the blue room", "F ( landmark_3 & ~blue_room )", False, , , 
"go to landmark one and always avoid the blue room", "F ( landmark_2 & ~blue_room )", False, , , 
"go to landmark one and always avoid the blue room", "F ( third_floor & ~blue_room )", False, , , 
"go to landmark one and always avoid the blue room", "F ( landmark_1 & ~landmark_1 )", False, , , 
"go to landmark one and always avoid the blue room", "F ( second_floor & ~blue_room )", False, , , 
"go to landmark one and always avoid the blue room", "F ( yellow_room & ~blue_room )", False, , , 
"go to landmark one and always avoid the blue room", "F ( landmark_1 & ~purple_room )", False, , , 
"avoid landmark three and go to landmark two . if you ve reached landmark two then you can go to landmark three .", "~ ( landmark_3 ) U ( landmark_2 )", True, , , 
"avoid landmark three and go to landmark two . if you ve reached landmark two then you can go to landmark three .", "~ ( landmark_2 ) U ( landmark_2 )", False, , , 
"avoid landmark three and go to landmark two . if you ve reached landmark two then you can go to landmark three .", "~ ( landmark_3 ) U ( landmark_3 )", False, , , 
"avoid landmark three and go to landmark two . if you ve reached landmark two then you can go to landmark three .", "~ ( landmark_3 ) U ( green_room )", False, , , 
"avoid landmark three and go to landmark two . if you ve reached landmark two then you can go to landmark three .", "~ ( landmark_2 ) U ( landmark_3 )", False, , , 
"avoid landmark three and go to landmark two . if you ve reached landmark two then you can go to landmark three .", "~ ( landmark_1 ) U ( landmark_2 )", False, , , 
"avoid landmark three and go to landmark two . if you ve reached landmark two then you can go to landmark three .", "~ ( landmark_3 ) U ( landmark_1 )", False, , , 
"avoid landmark three and go to landmark two . if you ve reached landmark two then you can go to landmark three .", "~ ( landmark_2 ) U ( green_room )", False, , , 
"avoid landmark three and go to landmark two . if you ve reached landmark two then you can go to landmark three .", "~ ( landmark_3 ) U ( yellow_room )", False, , , 
"avoid landmark three and go to landmark two . if you ve reached landmark two then you can go to landmark three .", "~ ( purple_room ) U ( landmark_2 )", False, , , 
"go to landmark two avoiding the red room . then go to the red room or stay on landmark two .", "~ ( red_room ) U ( landmark_2 )", True, , , 
"go to landmark two avoiding the red room . then go to the red room or stay on landmark two .", "~ ( landmark_2 ) U ( landmark_2 )", False, , , 
"go to landmark two avoiding the red room . then go to the red room or stay on landmark two .", "~ ( red_room ) U ( red_room )", False, , , 
"go to landmark two avoiding the red room . then go to the red room or stay on landmark two .", "~ ( landmark_2 ) U ( red_room )", False, , , 
"go to landmark two avoiding the red room . then go to the red room or stay on landmark two .", "~ ( green_room ) U ( landmark_2 )", False, , , 
"go to landmark two avoiding the red room . then go to the red room or stay on landmark two .", "~ ( yellow_room ) U ( landmark_2 )", False, , , 
"go to landmark two avoiding the red room . then go to the red room or stay on landmark two .", "~ ( red_room ) U ( landmark_1 )", False, , , 
"go to landmark two avoiding the red room . then go to the red room or stay on landmark two .", "~ ( red_room ) U ( orange_room )", False, , , 
"go to landmark two avoiding the red room . then go to the red room or stay on landmark two .", "~ ( red_room ) U ( yellow_room )", False, , , 
"do not go into the green room until going to landmark two", "~ ( green_room ) U ( landmark_2 )", True, , , 
"do not go into the green room until going to landmark two", "~ ( green_room ) U ( green_room )", False, , , 
"do not go into the green room until going to landmark two", "~ ( landmark_2 ) U ( landmark_2 )", False, , , 
"do not go into the green room until going to landmark two", "~ ( green_room ) U ( landmark_3 )", False, , , 
"do not go into the green room until going to landmark two", "~ ( green_room ) U ( purple_room )", False, , , 
"do not go into the green room until going to landmark two", "~ ( yellow_room ) U ( landmark_2 )", False, , , 
"do not go into the green room until going to landmark two", "~ ( green_room ) U ( yellow_room )", False, , , 
"do not go into the green room until going to landmark two", "~ ( green_room ) U ( landmark_1 )", False, , , 
"go through the blue room and navigate to the third floor .", "F ( blue_room & F ( third_floor ) )", True, , , 
"go through the blue room and navigate to the third floor .", "F ( blue_room & F ( first_floor ) )", False, , , 
"go through the blue room and navigate to the third floor .", "F ( blue_room & F ( second_floor ) )", False, , , 
"go through the blue room and navigate to the third floor .", "F ( blue_room & F ( blue_room ) )", False, , , 
"go through the blue room and navigate to the third floor .", "F ( third_floor & F ( third_floor ) )", False, , , 
"go through the blue room and navigate to the third floor .", "F ( blue_room & F ( green_room ) )", False, , , 
"go through the blue room and navigate to the third floor .", "F ( purple_room & F ( third_floor ) )", False, , , 
"go through the blue room and navigate to the third floor .", "F ( orange_room & F ( third_floor ) )", False, , , 
"go through the blue room and navigate to the third floor .", "F ( green_room & F ( third_floor ) )", False, , , 
"go to the purple room through the first floor .", "F ( first_floor & F ( purple_room ) )", True, , , 
"go to the purple room through the first floor .", "F ( third_floor & F ( purple_room ) )", False, , , 
"go to the purple room through the first floor .", "F ( second_floor & F ( purple_room ) )", False, , , 
"go to the purple room through the first floor .", "F ( purple_room & F ( purple_room ) )", False, , , 
"go to the purple room through the first floor .", "F ( first_floor & F ( first_floor ) )", False, , , 
"go to the purple room through the first floor .", "F ( first_floor & F ( orange_room ) )", False, , , 
"go to the purple room through the first floor .", "F ( first_floor & F ( red_room ) )", False, , , 
"go to the purple room through the first floor .", "F ( first_floor & F ( green_room ) )", False, , , 
"go to the purple room through the first floor .", "F ( first_floor & F ( blue_room ) )", False, , , 
"go to landmark one avoiding the first and third floors .", "F ( landmark_1 ) & G ( third_floor )", True, , , 
"go to landmark one avoiding the first and third floors .", "F ( landmark_1 ) & G ( first_floor )", False, , , 
"go to landmark one avoiding the first and third floors .", "F ( landmark_2 ) & G ( third_floor )", False, , , 
"go to landmark one avoiding the first and third floors .", "F ( landmark_1 ) & G ( second_floor )", False, , , 
"go to landmark one avoiding the first and third floors .", "F ( landmark_3 ) & G ( third_floor )", False, , , 
"go to landmark one avoiding the first and third floors .", "F ( landmark_2 ) & G ( first_floor )", False, , , 
"go to landmark one avoiding the first and third floors .", "F ( third_floor ) & G ( third_floor )", False, , , 
"go to landmark three but remain on the third floor .", "F ( landmark_3 ) & G ( third_floor )", True, , , 
"go to landmark three but remain on the third floor .", "F ( landmark_1 ) & G ( third_floor )", False, , , 
"go to landmark three but remain on the third floor .", "F ( landmark_3 ) & G ( first_floor )", False, , , 
"go to landmark three but remain on the third floor .", "F ( landmark_2 ) & G ( third_floor )", False, , , 
"go to landmark three but remain on the third floor .", "F ( landmark_3 ) & G ( second_floor )", False, , , 
"go to or through the twond floor while avoiding going through the green room", "~ ( green_room ) U ( third_floor )", False, , , 
"go to or through the twond floor while avoiding going through the green room", "~ ( green_room ) U ( second_floor )", False, , , 
"go to or through the twond floor while avoiding going through the green room", "~ ( green_room ) U ( first_floor )", True, , , 
"go to or through the twond floor while avoiding going through the green room", "~ ( green_room ) U ( green_room )", False, , , 
"go to or through the twond floor while avoiding going through the green room", "~ ( green_room ) U ( orange_room )", False, , , 
"go to or through the twond floor while avoiding going through the green room", "~ ( purple_room ) U ( third_floor )", False, , , 
"go to or through the twond floor while avoiding going through the green room", "~ ( yellow_room ) U ( third_floor )", False, , , 
"go to or through the twond floor while avoiding going through the green room", "~ ( red_room ) U ( third_floor )", False, , , 
"navigate to landmark three through the third floor .", "F ( third_floor & F ( landmark_3 ) )", True, , , 
"navigate to landmark three through the third floor .", "F ( third_floor & F ( landmark_2 ) )", False, , , 
"navigate to landmark three through the third floor .", "F ( first_floor & F ( landmark_3 ) )", False, , , 
"navigate to landmark three through the third floor .", "F ( third_floor & F ( third_floor ) )", False, , , 
"navigate to landmark three through the third floor .", "F ( third_floor & F ( landmark_1 ) )", False, , , 
"navigate to landmark three through the third floor .", "F ( second_floor & F ( landmark_3 ) )", False, , , 
"navigate to landmark three through the third floor .", "F ( third_floor & F ( green_room ) )", False, , , 
"navigate to landmark three through the third floor .", "F ( third_floor & F ( first_floor ) )", False, , , 
"navigate to landmark three through the third floor .", "F ( third_floor & F ( yellow_room ) )", False, , , 
"do n t go into the red room until going to landmark one", "~ ( landmark_1 ) U ( landmark_1 )", False, , , 
"do n t go into the red room until going to landmark one", "~ ( red_room ) U ( landmark_1 )", True, , , 
"do n t go into the red room until going to landmark one", "~ ( landmark_1 ) U ( orange_room )", False, , , 
"do n t go into the red room until going to landmark one", "~ ( red_room ) U ( orange_room )", False, , , 
"do n t go into the red room until going to landmark one", "~ ( landmark_1 ) U ( red_room )", False, , , 
"do n t go into the red room until going to landmark one", "~ ( red_room ) U ( red_room )", False, , , 
"do n t go into the red room until going to landmark one", "~ ( green_room ) U ( landmark_1 )", False, , , 
"do n t go into the red room until going to landmark one", "~ ( green_room ) U ( orange_room )", False, , , 
"do n t go into the red room until going to landmark one", "~ ( orange_room ) U ( landmark_1 )", False, , , 
"do n t go into the red room until going to landmark one", "~ ( green_room ) U ( red_room )", False, , , 
"avoid landmark three until you go to the blue room .", "~ ( landmark_3 ) U ( blue_room )", True, , , 
"avoid landmark three until you go to the blue room .", "~ ( landmark_3 ) & ( blue_room )", False, , , 
"avoid landmark three until you go to the blue room .", "~ ( landmark_1 ) U ( blue_room )", False, , , 
"avoid landmark three until you go to the blue room .", "F ( landmark_3 ) U ( blue_room )", False, , , 
"avoid landmark three until you go to the blue room .", "~ ( landmark_3 ) U ( landmark_3 )", False, , , 
"avoid landmark three until you go to the blue room .", "~ ( landmark_2 ) U ( blue_room )", False, , , 
"avoid landmark three until you go to the blue room .", "~ ( blue_room ) U ( blue_room )", False, , , 
"avoid landmark three until you go to the blue room .", "~ ( landmark_3 ) U ( landmark_1 )", False, , , 
"go to the red room through the blue room .", "F ( blue_room & F ( red_room ) )", True, , , 
"go to the red room through the blue room .", "F ( blue_room & F ( blue_room ) )", False, , , 
"go to the red room through the blue room .", "F ( blue_room & F ( orange_room ) )", False, , , 
"go to the red room through the blue room .", "F ( blue_room & F ( green_room ) )", False, , , 
"go to the red room through the blue room .", "F ( blue_room & F ( purple_room ) )", False, , , 
"go to the red room through the blue room .", "F ( orange_room & F ( red_room ) )", False, , , 
"go to the red room through the blue room .", "F ( red_room & F ( red_room ) )", False, , , 
"go to the red room through the blue room .", "F ( purple_room & F ( red_room ) )", False, , , 
"go to the red room through the blue room .", "F ( blue_room & F ( yellow_room ) )", False, , , 
"go to the red room through the blue room .", "F ( blue_room & F ( second_floor ) )", False, , , 
"go through landmark three to the second floor .", "F ( landmark_3 & F ( second_floor ) )", True, , , 
"go through landmark three to the second floor .", "F ( landmark_1 & F ( second_floor ) )", False, , , 
"go through landmark three to the second floor .", "F ( landmark_2 & F ( second_floor ) )", False, , , 
"go through landmark three to the second floor .", "F ( landmark_3 & F ( first_floor ) )", False, , , 
"go through landmark three to the second floor .", "F ( landmark_3 & F ( third_floor ) )", False, , , 
"go through landmark three to the second floor .", "F ( second_floor & F ( second_floor ) )", False, , , 
"go through landmark three to the second floor .", "F ( yellow_room & F ( second_floor ) )", False, , , 
"go to the green room and avoid the purple room .", "F ( green_room & ~purple_room )", True, , , 
"go to the green room and avoid the purple room .", "F ( purple_room & ~purple_room )", False, , , 
"go to the green room and avoid the purple room .", "F ( green_room & ~green_room )", False, , , 
"go to the green room and avoid the purple room .", "F ( green_room & ~blue_room )", False, , , 
"go to the green room and avoid the purple room .", "F ( purple_room & ~green_room )", False, , , 
"go to the green room and avoid the purple room .", "F ( green_room & purple_room )", False, , , 
"go to the green room and avoid the purple room .", "F ( orange_room & ~purple_room )", False, , , 
"avoid the blue room until you go to the third floor .", "~ ( blue_room ) U ( third_floor )", True, , , 
"avoid the blue room until you go to the third floor .", "~ ( blue_room ) U ( first_floor )", False, , , 
"avoid the blue room until you go to the third floor .", "~ ( orange_room ) U ( third_floor )", False, , , 
"avoid the blue room until you go to the third floor .", "~ ( green_room ) U ( third_floor )", False, , , 
"avoid the blue room until you go to the third floor .", "~ ( blue_room ) U ( second_floor )", False, , , 
"avoid the blue room until you go to the third floor .", "~ ( third_floor ) U ( third_floor )", False, , , 
"avoid the blue room until you go to the third floor .", "~ ( purple_room ) U ( third_floor )", False, , , 
"avoid the blue room until you go to the third floor .", "~ ( blue_room ) U ( blue_room )", False, , , 
"avoid the blue room until you go to the third floor .", "~ ( yellow_room ) U ( third_floor )", False, , , 
"go through the green room first then go to the red room .", "F ( green_room & F ( red_room ) )", True, , , 
"go through the green room first then go to the red room .", "F ( green_room & F ( green_room ) )", False, , , 
"go through the green room first then go to the red room .", "F ( red_room & F ( red_room ) )", False, , , 
"go through the green room first then go to the red room .", "F ( green_room & F ( purple_room ) )", False, , , 
"go through the green room first then go to the red room .", "F ( green_room & F ( orange_room ) )", False, , , 
"go through the green room first then go to the red room .", "F ( red_room & F ( green_room ) )", False, , , 
"go through the green room first then go to the red room .", "F ( purple_room & F ( red_room ) )", False, , , 
"go through the green room first then go to the red room .", "F ( purple_room & F ( green_room ) )", False, , , 
"go through the green room first then go to the red room .", "F ( orange_room & F ( red_room ) )", False, , , 
"go through the green room first then go to the red room .", "F ( red_room & F ( purple_room ) )", False, , , 
"without stepping outside of the blue room go to landmark two .", "F ( landmark_2 ) & G ( blue_room )", True, , , 
"without stepping outside of the blue room go to landmark two .", "F ( landmark_2 ) & G ( purple_room )", False, , , 
"without stepping outside of the blue room go to landmark two .", "F ( landmark_1 ) & G ( blue_room )", False, , , 
"without stepping outside of the blue room go to landmark two .", "F ( landmark_2 ) & G ( yellow_room )", False, , , 
"without stepping outside of the blue room go to landmark two .", "F ( blue_room ) & G ( blue_room )", False, , , 
"without stepping outside of the blue room go to landmark two .", "F ( landmark_2 ) & G ( red_room )", False, , , 
"without stepping outside of the blue room go to landmark two .", "F ( landmark_2 ) & G ( ~blue_room )", False, , , 
"go to the orange room .", "F ( orange_room )", True, , , 
"go to the orange room .", "F ( purple_room )", False, , , 
"go to the orange room .", "F ( blue_room )", False, , , 
"stay in the green room and go to landmark two", "F ( landmark_2 ) & G ( green_room )", True, , , 
"stay in the green room and go to landmark two", "F ( landmark_2 ) & G ( purple_room )", False, , , 
"stay in the green room and go to landmark two", "F ( landmark_2 ) & G ( yellow_room )", False, , , 
"stay in the green room and go to landmark two", "F ( landmark_2 ) & G ( landmark_2 )", False, , , 
"stay in the green room and go to landmark two", "F ( landmark_2 ) & G ( red_room )", False, , , 
"stay in the green room and go to landmark two", "F ( landmark_2 ) & G ( orange_room )", False, , , 
"proceed to the purple room without going to any other floors .", "F ( purple_room ) & G ( first_floor )", False, , , 
"proceed to the purple room without going to any other floors .", "F ( purple_room ) & G ( third_floor )", True, , , 
"proceed to the purple room without going to any other floors .", "F ( purple_room ) & G ( second_floor )", False, , , 
"proceed to the purple room without going to any other floors .", "F ( green_room ) & G ( first_floor )", False, , , 
"proceed to the purple room without going to any other floors .", "F ( landmark_3 ) & G ( first_floor )", False, , , 
"stay on the second floor and go to the blue room .", "F ( blue_room ) & G ( second_floor )", True, , , 
"stay on the second floor and go to the blue room .", "F ( blue_room ) & G ( first_floor )", False, , , 
"stay on the second floor and go to the blue room .", "F ( blue_room ) & G ( third_floor )", False, , , 
"stay on the second floor and go to the blue room .", "F ( blue_room ) & G ( blue_room )", False, , , 
"stay on the second floor and go to the blue room .", "F ( blue_room ) & G ( ~blue_room )", False, , , 
"stay on the second floor and go to the blue room .", "F ( second_floor ) & G ( second_floor )", False, , , 
"stay on the second floor and go to the blue room .", "F ( purple_room ) & G ( second_floor )", False, , , 
"go to landmark one then go to the second floor .", "F ( landmark_1 & F ( second_floor ) )", True, , , 
"go to landmark one then go to the second floor .", "F ( landmark_1 & F ( first_floor ) )", False, , , 
"go to landmark one then go to the second floor .", "F ( landmark_2 & F ( second_floor ) )", False, , , 
"go to landmark one then go to the second floor .", "F ( landmark_3 & F ( second_floor ) )", False, , , 
"go to landmark one then go to the second floor .", "F ( landmark_1 & F ( third_floor ) )", False, , , 
"go to landmark one then go to the second floor .", "F ( landmark_1 & F ( landmark_1 ) )", False, , , 
"go to landmark one then go to the second floor .", "F ( second_floor & F ( second_floor ) )", False, , , 
"proceed to the red room but do n t leave the third floor .", "F ( red_room ) & G ( third_floor )", True, , , 
"proceed to the red room but do n t leave the third floor .", "F ( green_room ) & G ( third_floor )", False, , , 
"proceed to the red room but do n t leave the third floor .", "F ( orange_room ) & G ( third_floor )", False, , , 
"proceed to the red room but do n t leave the third floor .", "F ( third_floor ) & G ( third_floor )", False, , , 
"proceed to the red room but do n t leave the third floor .", "F ( red_room ) & G ( first_floor )", False, , , 
"proceed to the red room but do n t leave the third floor .", "F ( blue_room ) & G ( third_floor )", False, , , 
"proceed to the red room but do n t leave the third floor .", "F ( purple_room ) & G ( third_floor )", False, , , 
"go through the green room before going to the orange room .", "F ( green_room & F ( orange_room ) )", True, , , 
"go through the green room before going to the orange room .", "F ( green_room & F ( green_room ) )", False, , , 
"go through the green room before going to the orange room .", "F ( orange_room & F ( orange_room ) )", False, , , 
"go through the green room before going to the orange room .", "F ( orange_room & F ( green_room ) )", False, , , 
"go through the green room before going to the orange room .", "F ( green_room & F ( purple_room ) )", False, , , 
"go through the green room before going to the orange room .", "F ( purple_room & F ( orange_room ) )", False, , , 
"go through the green room before going to the orange room .", "F ( green_room & F ( yellow_room ) )", False, , , 
"go through the green room before going to the orange room .", "F ( orange_room & F ( purple_room ) )", False, , , 
"go through the green room before going to the orange room .", "F ( yellow_room & F ( orange_room ) )", False, , , 
"go through the green room before going to the orange room .", "F ( purple_room & F ( green_room ) )", False, , , 
"go to the red room while avoiding landmark three", "F ( red_room & ~landmark_3 )", True, , , 
"go to the red room while avoiding landmark three", "F ( red_room & ~landmark_2 )", False, , , 
"go to the red room while avoiding landmark three", "F ( red_room & ~landmark_1 )", False, , , 
"go to the red room while avoiding landmark three", "F ( red_room & ~purple_room )", False, , , 
"go to the red room while avoiding landmark three", "F ( purple_room & ~landmark_3 )", False, , , 
"go to the red room while avoiding landmark three", "F ( red_room & ~blue_room )", False, , , 
"go to the red room while avoiding landmark three", "F ( red_room & ~red_room )", False, , , 
"go to the red room while avoiding landmark three", "F ( yellow_room & ~landmark_3 )", False, , , 
"stay on the second floor to get to landmark two .", "F ( landmark_2 ) & G ( second_floor )", True, , , 
"stay on the second floor to get to landmark two .", "F ( landmark_2 ) & G ( first_floor )", False, , , 
"stay on the second floor to get to landmark two .", "F ( landmark_2 ) & G ( third_floor )", False, , , 
"stay on the second floor to get to landmark two .", "F ( landmark_1 ) & G ( second_floor )", False, , , 
"stay on the second floor to get to landmark two .", "F ( landmark_3 ) & G ( second_floor )", False, , , 
"stay on the second floor to get to landmark two .", "F ( landmark_1 ) & G ( first_floor )", False, , , 
"stay on the second floor to get to landmark two .", "F ( second_floor ) & G ( second_floor )", False, , , 
"always avoid the yellow room while navigating to the second floor .", "F ( second_floor & ~yellow_room )", True, , , 
"always avoid the yellow room while navigating to the second floor .", "F ( third_floor & ~yellow_room )", False, , , 
"always avoid the yellow room while navigating to the second floor .", "F ( first_floor & ~yellow_room )", False, , , 
"always avoid the yellow room while navigating to the second floor .", "F ( second_floor & ~green_room )", False, , , 
"always avoid the yellow room while navigating to the second floor .", "F ( second_floor & ~orange_room )", False, , , 
"always avoid the yellow room while navigating to the second floor .", "F ( second_floor & ~blue_room )", False, , , 
"always avoid the yellow room while navigating to the second floor .", "F ( second_floor & ~red_room )", False, , , 
"always avoid the yellow room while navigating to the second floor .", "F ( second_floor & ~purple_room )", False, , , 
"always avoid the yellow room while navigating to the second floor .", "F ( third_floor & ~green_room )", False, , , 
"always avoid the yellow room while navigating to the second floor .", "F ( yellow_room & ~yellow_room )", False, , , 
"go to the purple room but avoid landmark one . if you reached to the purple room then you can head to landmark one or stay put .", "~ ( landmark_1 ) U ( purple_room )", True, , , 
"go to the purple room but avoid landmark one . if you reached to the purple room then you can head to landmark one or stay put .", "~ ( purple_room ) U ( purple_room )", False, , , 
"go to the purple room but avoid landmark one . if you reached to the purple room then you can head to landmark one or stay put .", "~ ( landmark_1 ) U ( orange_room )", False, , , 
"go to the purple room but avoid landmark one . if you reached to the purple room then you can head to landmark one or stay put .", "~ ( landmark_1 ) U ( blue_room )", False, , , 
"go to the purple room but avoid landmark one . if you reached to the purple room then you can head to landmark one or stay put .", "~ ( landmark_1 ) U ( landmark_1 )", False, , , 
"go to the purple room but avoid landmark one . if you reached to the purple room then you can head to landmark one or stay put .", "~ ( purple_room ) U ( orange_room )", False, , , 
"go to the purple room but avoid landmark one . if you reached to the purple room then you can head to landmark one or stay put .", "~ ( landmark_3 ) U ( purple_room )", False, , , 
